s,p,o
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredFileExtensionType,Document
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T18:10:12.244+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?bin=1023449&passcofonumber=M000095221.PDF&requestid=0&cofomatadata1=COFO&cofomatadata2=M&cofomatadata3=000&cofomatadata4=095000&cofomatadata5=M000095221.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,File
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasFileExtension,pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:17.313+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasPageNumber,2
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:46.393+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Files
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:29:08.523+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSize,0.0
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?bin=1023449&passcofonumber=M000095221.PDF&requestid=0&cofomatadata1=COFO&cofomatadata2=M&cofomatadata3=000&cofomatadata4=095000&cofomatadata5=M000095221.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20095221/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsLink,https://demo.gryps.io/#/documents?key=dob_bis/596da1871d66202fd5bf63b3806b4596.pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Page
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,(Page 1) M00096273C.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/File/DOB_BIS/CO%20096273
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,CO 096273
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T18:10:12.244+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsLink,https://demo.gryps.io/#/documents?key=dob_bis/ca6250e6044993a4766ede74584f4d26.pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1023449
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredFileExtensionType,Document
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T18:10:12.244+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?bin=1023449&passcofonumber=M000096273.PDF&requestid=0&cofomatadata1=COFO&cofomatadata2=M&cofomatadata3=000&cofomatadata4=096000&cofomatadata5=M000096273.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,File
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasFileExtension,pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:17.313+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasPageNumber,1
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:46.393+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Files
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:28:51.681+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSize,0.0
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?bin=1023449&passcofonumber=M000096273.PDF&requestid=0&cofomatadata1=COFO&cofomatadata2=M&cofomatadata3=000&cofomatadata4=096000&cofomatadata5=M000096273.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096273/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsLink,https://demo.gryps.io/#/documents?key=dob_bis/ca6250e6044993a4766ede74584f4d26.pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Page
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,(Page 2) M00096805A.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/File/DOB_BIS/CO%20096805
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,CO 096805
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T18:10:12.244+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsLink,https://demo.gryps.io/#/documents?key=dob_bis/bf1cb373286642dca54f44b1f9165268.pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1023449
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredFileExtensionType,Document
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T18:10:12.244+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?bin=1023449&passcofonumber=M000096805.PDF&requestid=0&cofomatadata1=COFO&cofomatadata2=M&cofomatadata3=000&cofomatadata4=096000&cofomatadata5=M000096805.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,File
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasFileExtension,pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:17.313+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasPageNumber,2
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:46.393+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Files
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:28:53.096+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSize,0.0
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?bin=1023449&passcofonumber=M000096805.PDF&requestid=0&cofomatadata1=COFO&cofomatadata2=M&cofomatadata3=000&cofomatadata4=096000&cofomatadata5=M000096805.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20096805/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsLink,https://demo.gryps.io/#/documents?key=dob_bis/bf1cb373286642dca54f44b1f9165268.pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Page
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,(Page 1) M00098147A.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/File/DOB_BIS/CO%20098147
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,CO 098147
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T18:10:12.244+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsLink,https://demo.gryps.io/#/documents?key=dob_bis/30939ff71172a46291bd95887992b5db.pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1023449
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredFileExtensionType,Document
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T18:10:12.244+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?bin=1023449&passcofonumber=M000098147.PDF&requestid=0&cofomatadata1=COFO&cofomatadata2=M&cofomatadata3=000&cofomatadata4=098000&cofomatadata5=M000098147.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,File
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasFileExtension,pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:17.313+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasPageNumber,1
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:46.393+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Files
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:29:00.615+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSize,0.0
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?bin=1023449&passcofonumber=M000098147.PDF&requestid=0&cofomatadata1=COFO&cofomatadata2=M&cofomatadata3=000&cofomatadata4=098000&cofomatadata5=M000098147.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098147/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsLink,https://demo.gryps.io/#/documents?key=dob_bis/30939ff71172a46291bd95887992b5db.pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Page
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,(Page 1) M00098589B.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/File/DOB_BIS/CO%20098589
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,CO 098589
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T17:57:12.334+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsLink,https://demo.gryps.io/#/documents?key=dob_bis/c63f22084113ddb0c119da0d3f8f43d3.pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1082908
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredFileExtensionType,Document
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T17:57:12.334+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?bin=1082908&passcofonumber=M000098589.PDF&requestid=0&cofomatadata1=COFO&cofomatadata2=M&cofomatadata3=000&cofomatadata4=098000&cofomatadata5=M000098589.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,File
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasFileExtension,pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:17.313+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasPageNumber,1
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:46.393+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Files
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:29:01.860+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSize,0.0
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?bin=1082908&passcofonumber=M000098589.PDF&requestid=0&cofomatadata1=COFO&cofomatadata2=M&cofomatadata3=000&cofomatadata4=098000&cofomatadata5=M000098589.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20098589/page_1,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsLink,https://demo.gryps.io/#/documents?key=dob_bis/c63f22084113ddb0c119da0d3f8f43d3.pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Page
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,(Page 2) M00099836C.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/File/DOB_BIS/CO%20099836
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,CO 099836
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T18:10:12.244+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsLink,https://demo.gryps.io/#/documents?key=dob_bis/c60ed21ce1ed4c436fcdf1218b5532cf.pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1023449
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredFileExtensionType,Document
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T18:10:12.244+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?bin=1023449&passcofonumber=M000099836.PDF&requestid=0&cofomatadata1=COFO&cofomatadata2=M&cofomatadata3=000&cofomatadata4=099000&cofomatadata5=M000099836.PDF
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,File
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasFileExtension,pdf
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:17.313+00:00
https://gryps.io/KnowledgeGraph.owl#Individual/Page/DOB_BIS/CO%20099836/page_2,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasPageNumber,2
